query_id,config,recall@5,mrr@5,ndcg@5
test2,config1_dense,1.0,1.0,1.0
test8,config1_dense,0.0,0.0,0.0
test13,config1_dense,1.0,0.333333,0.5
test14,config1_dense,1.0,1.0,1.0
test26,config1_dense,1.0,1.0,1.0
test29,config1_dense,0.0,0.0,0.0
test32,config1_dense,0.0,0.0,0.0
test38,config1_dense,0.0,0.0,0.0
test39,config1_dense,1.0,0.5,0.63093
test47,config1_dense,1.0,1.0,1.0
test60,config1_dense,1.0,0.2,0.386853
test79,config1_dense,1.0,1.0,1.0
test86,config1_dense,1.0,1.0,1.0
test102,config1_dense,0.0,0.0,0.0
test108,config1_dense,1.0,0.25,0.430677
test122,config1_dense,1.0,1.0,1.0
test128,config1_dense,1.0,0.2,0.386853
test130,config1_dense,0.5,0.5,0.386853
test131,config1_dense,1.0,0.5,0.63093
test147,config1_dense,1.0,0.25,0.430677
test162,config1_dense,1.0,1.0,1.0
test163,config1_dense,0.0,0.0,0.0
test171,config1_dense,1.0,0.5,0.63093
test177,config1_dense,1.0,1.0,1.0
test180,config1_dense,1.0,0.2,0.386853
test187,config1_dense,1.0,1.0,1.0
test192,config1_dense,0.5,1.0,0.613147
test205,config1_dense,0.5,0.5,0.386853
test207,config1_dense,1.0,0.333333,0.5
test208,config1_dense,1.0,1.0,1.0
test221,config1_dense,0.5,1.0,0.613147
test229,config1_dense,0.0,0.0,0.0
test232,config1_dense,0.5,1.0,0.613147
test234,config1_dense,1.0,0.5,0.63093
test237,config1_dense,1.0,0.2,0.386853
test239,config1_dense,1.0,0.5,0.693426
test240,config1_dense,0.5,0.25,0.264068
test241,config1_dense,1.0,0.5,0.650921
test248,config1_dense,1.0,1.0,1.0
test249,config1_dense,0.333333,0.25,0.202107
test260,config1_dense,0.0,0.0,0.0
test262,config1_dense,0.0,0.0,0.0
test271,config1_dense,0.0,0.0,0.0
test276,config1_dense,1.0,0.5,0.63093
test278,config1_dense,0.5,1.0,0.613147
test280,config1_dense,1.0,1.0,1.0
test281,config1_dense,0.5,0.5,0.386853
test283,config1_dense,0.5,1.0,0.613147
test284,config1_dense,1.0,0.25,0.430677
test290,config1_dense,1.0,1.0,1.0
test292,config1_dense,0.0,0.0,0.0
test297,config1_dense,1.0,1.0,1.0
test300,config1_dense,0.0,0.0,0.0
test308,config1_dense,1.0,1.0,1.0
test322,config1_dense,1.0,1.0,1.0
test326,config1_dense,1.0,1.0,1.0
test328,config1_dense,1.0,0.333333,0.5
test335,config1_dense,0.5,1.0,0.613147
test350,config1_dense,1.0,0.333333,0.5
test356,config1_dense,0.0,0.0,0.0
test372,config1_dense,1.0,1.0,1.0
test378,config1_dense,1.0,0.25,0.430677
test379,config1_dense,1.0,1.0,1.0
test382,config1_dense,0.666667,1.0,0.765361
test383,config1_dense,1.0,1.0,1.0
test386,config1_dense,0.0,0.0,0.0
test396,config1_dense,1.0,0.5,0.63093
test397,config1_dense,1.0,1.0,1.0
test401,config1_dense,0.75,1.0,0.80481
test403,config1_dense,1.0,0.5,0.63093
test409,config1_dense,0.0,0.0,0.0
test413,config1_dense,1.0,0.2,0.386853
test418,config1_dense,1.0,0.2,0.386853
test419,config1_dense,1.0,0.5,0.63093
test421,config1_dense,1.0,1.0,1.0
test424,config1_dense,0.0,0.0,0.0
test435,config1_dense,1.0,1.0,1.0
test438,config1_dense,0.5,1.0,0.613147
test447,config1_dense,0.333333,1.0,0.469279
test449,config1_dense,0.0,0.0,0.0
test456,config1_dense,1.0,1.0,1.0
test458,config1_dense,1.0,1.0,1.0
test469,config1_dense,1.0,1.0,0.877215
test472,config1_dense,1.0,1.0,1.0
test491,config1_dense,1.0,0.333333,0.5
test495,config1_dense,1.0,1.0,1.0
test511,config1_dense,1.0,1.0,1.0
test515,config1_dense,1.0,0.25,0.430677
test522,config1_dense,1.0,0.25,0.430677
test525,config1_dense,0.5,1.0,0.613147
test535,config1_dense,0.5,0.25,0.264068
test536,config1_dense,0.0,0.0,0.0
test541,config1_dense,1.0,1.0,1.0
test542,config1_dense,0.0,0.0,0.0
test550,config1_dense,0.0,0.0,0.0
test566,config1_dense,1.0,1.0,1.0
test571,config1_dense,0.5,1.0,0.613147
test574,config1_dense,1.0,0.5,0.693426
test585,config1_dense,1.0,1.0,1.0
test606,config1_dense,0.0,0.0,0.0
test610,config1_dense,1.0,0.333333,0.5
test626,config1_dense,0.0,0.0,0.0
test634,config1_dense,0.0,0.0,0.0
test636,config1_dense,0.0,0.0,0.0
test644,config1_dense,1.0,0.333333,0.5
test646,config1_dense,1.0,0.5,0.63093
test647,config1_dense,1.0,1.0,1.0
test653,config1_dense,1.0,1.0,1.0
test655,config1_dense,0.0,0.0,0.0
test661,config1_dense,1.0,0.2,0.386853
test666,config1_dense,0.5,0.25,0.264068
test669,config1_dense,0.0,0.0,0.0
test674,config1_dense,0.0,0.0,0.0
test676,config1_dense,1.0,1.0,0.852928
test681,config1_dense,1.0,0.333333,0.5
test700,config1_dense,1.0,1.0,1.0
test731,config1_dense,0.0,0.0,0.0
test751,config1_dense,1.0,1.0,1.0
test761,config1_dense,0.0,0.0,0.0
test777,config1_dense,0.0,0.0,0.0
test779,config1_dense,0.0,0.0,0.0
test784,config1_dense,1.0,1.0,1.0
test787,config1_dense,0.0,0.0,0.0
test814,config1_dense,1.0,0.333333,0.5
test823,config1_dense,1.0,1.0,1.0
test833,config1_dense,0.0,0.0,0.0
test836,config1_dense,1.0,0.333333,0.5
test858,config1_dense,1.0,1.0,1.0
test860,config1_dense,0.0,0.0,0.0
test862,config1_dense,1.0,1.0,1.0
test864,config1_dense,0.0,0.0,0.0
test867,config1_dense,1.0,0.5,0.63093
test870,config1_dense,1.0,1.0,1.0
test873,config1_dense,1.0,1.0,1.0
test875,config1_dense,1.0,0.333333,0.5
test877,config1_dense,0.0,0.0,0.0
test881,config1_dense,1.0,1.0,1.0
test891,config1_dense,1.0,0.25,0.430677
test895,config1_dense,1.0,1.0,0.877215
test898,config1_dense,0.0,0.0,0.0
test899,config1_dense,1.0,1.0,1.0
test902,config1_dense,0.0,0.0,0.0
test914,config1_dense,1.0,1.0,1.0
test920,config1_dense,1.0,0.5,0.63093
test933,config1_dense,0.0,0.0,0.0
test937,config1_dense,1.0,0.25,0.430677
test938,config1_dense,1.0,0.5,0.63093
test942,config1_dense,0.5,1.0,0.636682
test952,config1_dense,1.0,1.0,1.0
test953,config1_dense,1.0,1.0,1.0
test963,config1_dense,0.0,0.0,0.0
test968,config1_dense,1.0,0.5,0.63093
test974,config1_dense,0.0,0.0,0.0
test977,config1_dense,0.0,0.0,0.0
test980,config1_dense,1.0,0.5,0.63093
test986,config1_dense,0.0,0.0,0.0
test995,config1_dense,0.0,0.0,0.0
test1000,config1_dense,1.0,1.0,1.0
test1002,config1_dense,0.0,0.0,0.0
test1003,config1_dense,1.0,1.0,1.0
test1008,config1_dense,1.0,1.0,1.0
test1010,config1_dense,0.0,0.0,0.0
test1015,config1_dense,1.0,1.0,1.0
test1018,config1_dense,0.5,0.5,0.386853
test1022,config1_dense,0.5,1.0,0.613147
test1023,config1_dense,0.5,0.333333,0.306574
test1028,config1_dense,0.0,0.0,0.0
test1029,config1_dense,1.0,1.0,0.877215
test1068,config1_dense,0.0,0.0,0.0
test1072,config1_dense,1.0,1.0,1.0
test1076,config1_dense,1.0,1.0,1.0
test1078,config1_dense,1.0,0.5,0.63093
test1081,config1_dense,1.0,1.0,1.0
test1083,config1_dense,0.5,0.25,0.264068
test1084,config1_dense,1.0,1.0,1.0
test1085,config1_dense,1.0,0.333333,0.5
test1086,config1_dense,1.0,1.0,1.0
test1087,config1_dense,0.0,0.0,0.0
test1092,config1_dense,1.0,1.0,1.0
test1093,config1_dense,1.0,1.0,1.0
test1096,config1_dense,1.0,1.0,0.877215
test1105,config1_dense,1.0,1.0,1.0
test1115,config1_dense,0.0,0.0,0.0
test1126,config1_dense,0.333333,1.0,0.469279
test1133,config1_dense,0.0,0.0,0.0
test1138,config1_dense,0.0,0.0,0.0
test1139,config1_dense,1.0,1.0,1.0
test1140,config1_dense,1.0,1.0,1.0
test1154,config1_dense,0.0,0.0,0.0
test1167,config1_dense,1.0,0.5,0.63093
test1168,config1_dense,1.0,1.0,1.0
test1185,config1_dense,1.0,1.0,1.0
test1200,config1_dense,1.0,1.0,1.0
test1202,config1_dense,0.0,0.0,0.0
test1215,config1_dense,1.0,1.0,1.0
test1222,config1_dense,0.0,0.0,0.0
test1226,config1_dense,1.0,1.0,1.0
test1228,config1_dense,1.0,0.2,0.386853
test1239,config1_dense,1.0,1.0,1.0
test1259,config1_dense,1.0,0.5,0.63093
test1262,config1_dense,1.0,1.0,1.0
test1276,config1_dense,1.0,1.0,1.0
test1284,config1_dense,0.0,0.0,0.0
test1286,config1_dense,1.0,1.0,1.0
test1288,config1_dense,1.0,0.25,0.430677
test1292,config1_dense,1.0,0.5,0.63093
test1295,config1_dense,0.0,0.0,0.0
test1327,config1_dense,0.0,0.0,0.0
test1328,config1_dense,0.666667,0.25,0.383649
test1353,config1_dense,1.0,0.333333,0.5
test1366,config1_dense,0.0,0.0,0.0
test1378,config1_dense,0.5,0.333333,0.306574
test1384,config1_dense,1.0,1.0,1.0
test1389,config1_dense,0.0,0.0,0.0
test1393,config1_dense,0.5,0.25,0.264068
test1404,config1_dense,1.0,1.0,1.0
test1408,config1_dense,0.0,0.0,0.0
test1429,config1_dense,1.0,1.0,1.0
test1448,config1_dense,1.0,0.333333,0.5
test1451,config1_dense,0.666667,1.0,0.671386
test1455,config1_dense,1.0,1.0,0.877215
test1465,config1_dense,1.0,1.0,1.0
test1470,config1_dense,0.5,1.0,0.613147
test1481,config1_dense,1.0,1.0,1.0
test1482,config1_dense,0.5,1.0,0.613147
test1486,config1_dense,1.0,1.0,1.0
test1493,config1_dense,0.0,0.0,0.0
test1494,config1_dense,1.0,0.25,0.430677
test1512,config1_dense,1.0,0.5,0.624051
test1513,config1_dense,0.0,0.0,0.0
test1516,config1_dense,0.5,0.25,0.264068
test1529,config1_dense,1.0,1.0,1.0
test1531,config1_dense,0.0,0.0,0.0
test1550,config1_dense,0.0,0.0,0.0
test1552,config1_dense,1.0,0.5,0.63093
test1554,config1_dense,1.0,0.5,0.63093
test1556,config1_dense,1.0,1.0,1.0
test1563,config1_dense,1.0,1.0,1.0
test1576,config1_dense,1.0,0.5,0.63093
test1599,config1_dense,0.0,0.0,0.0
test1620,config1_dense,1.0,1.0,1.0
test1621,config1_dense,0.0,0.0,0.0
test1634,config1_dense,1.0,1.0,1.0
test1635,config1_dense,0.5,1.0,0.613147
test1642,config1_dense,1.0,1.0,1.0
test1643,config1_dense,0.0,0.0,0.0
test1649,config1_dense,1.0,1.0,1.0
test1653,config1_dense,1.0,1.0,1.0
test1664,config1_dense,1.0,1.0,0.877215
test1667,config1_dense,0.333333,0.5,0.296082
test1683,config1_dense,0.0,0.0,0.0
test1717,config1_dense,0.0,0.0,0.0
test1718,config1_dense,0.0,0.0,0.0
test1728,config1_dense,0.0,0.0,0.0
test1729,config1_dense,1.0,1.0,1.0
test1731,config1_dense,0.0,0.0,0.0
test1732,config1_dense,0.0,0.0,0.0
test1733,config1_dense,1.0,0.2,0.386853
test1734,config1_dense,1.0,1.0,1.0
test1751,config1_dense,0.5,0.5,0.386853
test1754,config1_dense,0.0,0.0,0.0
test1760,config1_dense,0.0,0.0,0.0
test1765,config1_dense,0.0,0.0,0.0
test1780,config1_dense,1.0,1.0,0.877215
test1794,config1_dense,1.0,1.0,1.0
test1809,config1_dense,1.0,0.25,0.430677
test1815,config1_dense,0.0,0.0,0.0
test1837,config1_dense,1.0,1.0,1.0
test1839,config1_dense,0.5,0.5,0.386853
test1849,config1_dense,1.0,0.5,0.63093
test1857,config1_dense,0.0,0.0,0.0
test1858,config1_dense,1.0,1.0,1.0
test1863,config1_dense,1.0,1.0,0.877215
test1872,config1_dense,0.0,0.0,0.0
test1877,config1_dense,1.0,1.0,1.0
test1879,config1_dense,1.0,0.5,0.732829
test1881,config1_dense,1.0,0.25,0.430677
test1893,config1_dense,1.0,0.5,0.63093
test1894,config1_dense,0.0,0.0,0.0
test1912,config1_dense,1.0,1.0,1.0
test1917,config1_dense,1.0,1.0,1.0
test1936,config1_dense,1.0,1.0,1.0
test1937,config1_dense,1.0,1.0,1.0
test1946,config1_dense,0.0,0.0,0.0
test1952,config1_dense,1.0,1.0,0.919721
test1971,config1_dense,1.0,0.333333,0.5
test1988,config1_dense,1.0,0.5,0.63093
test1989,config1_dense,0.0,0.0,0.0
test1990,config1_dense,1.0,1.0,1.0
test1993,config1_dense,0.0,0.0,0.0
test2001,config1_dense,0.0,0.0,0.0
test2021,config1_dense,0.5,1.0,0.613147
test2044,config1_dense,1.0,0.5,0.63093
test2050,config1_dense,0.0,0.0,0.0
test2059,config1_dense,0.0,0.0,0.0
test2069,config1_dense,1.0,0.5,0.63093
test2070,config1_dense,1.0,1.0,1.0
test2072,config1_dense,1.0,0.5,0.63093
test2079,config1_dense,1.0,1.0,1.0
test2080,config1_dense,0.0,0.0,0.0
test2087,config1_dense,1.0,0.333333,0.5
test2105,config1_dense,0.0,0.0,0.0
test2119,config1_dense,1.0,1.0,1.0
test2141,config1_dense,0.0,0.0,0.0
test2161,config1_dense,0.0,0.0,0.0
test2166,config1_dense,0.0,0.0,0.0
test2167,config1_dense,0.0,0.0,0.0
test2172,config1_dense,1.0,1.0,1.0
test2175,config1_dense,1.0,1.0,1.0
test2181,config1_dense,1.0,0.2,0.386853
test2187,config1_dense,1.0,1.0,1.0
test2196,config1_dense,1.0,0.5,0.63093
test2199,config1_dense,1.0,0.5,0.63093
test2202,config1_dense,1.0,0.5,0.63093
test2207,config1_dense,0.5,0.2,0.237198
test2208,config1_dense,0.0,0.0,0.0
test2209,config1_dense,0.0,0.0,0.0
test2214,config1_dense,1.0,1.0,0.919721
test2220,config1_dense,1.0,0.5,0.63093
test2225,config1_dense,1.0,0.2,0.386853
test2232,config1_dense,0.0,0.0,0.0
test2233,config1_dense,1.0,1.0,1.0
test2234,config1_dense,0.0,0.0,0.0
test2251,config1_dense,0.0,0.0,0.0
test2254,config1_dense,1.0,1.0,1.0
test2259,config1_dense,0.0,0.0,0.0
test2261,config1_dense,0.5,0.5,0.386853
test2263,config1_dense,1.0,1.0,1.0
test2266,config1_dense,1.0,1.0,0.919721
test2268,config1_dense,1.0,1.0,1.0
test2271,config1_dense,1.0,1.0,1.0
test2276,config1_dense,1.0,1.0,1.0
test2281,config1_dense,1.0,1.0,1.0
test2293,config1_dense,1.0,0.25,0.430677
test2297,config1_dense,1.0,1.0,1.0
test2298,config1_dense,1.0,1.0,1.0
test2299,config1_dense,1.0,1.0,1.0
test2306,config1_dense,1.0,1.0,1.0
test2315,config1_dense,0.0,0.0,0.0
test2323,config1_dense,1.0,0.2,0.386853
test2333,config1_dense,0.0,0.0,0.0
test2338,config1_dense,1.0,0.5,0.63093
test2360,config1_dense,0.0,0.0,0.0
test2364,config1_dense,0.0,0.0,0.0
test2371,config1_dense,1.0,1.0,1.0
test2372,config1_dense,1.0,1.0,1.0
test2385,config1_dense,1.0,1.0,1.0
test2390,config1_dense,1.0,1.0,1.0
test2392,config1_dense,0.0,0.0,0.0
test2394,config1_dense,0.0,0.0,0.0
test2409,config1_dense,0.0,0.0,0.0
test2410,config1_dense,1.0,0.333333,0.5
test2413,config1_dense,1.0,1.0,1.0
test2418,config1_dense,1.0,1.0,0.919721
test2435,config1_dense,1.0,0.25,0.430677
test2437,config1_dense,0.0,0.0,0.0
test2440,config1_dense,0.0,0.0,0.0
test2442,config1_dense,1.0,1.0,1.0
test2453,config1_dense,1.0,1.0,1.0
test2465,config1_dense,0.0,0.0,0.0
test2472,config1_dense,1.0,0.333333,0.5
test2477,config1_dense,0.0,0.0,0.0
test2484,config1_dense,1.0,0.333333,0.5
test2494,config1_dense,0.0,0.0,0.0
test2495,config1_dense,0.0,0.0,0.0
test2505,config1_dense,0.0,0.0,0.0
test2533,config1_dense,0.0,0.0,0.0
test2536,config1_dense,0.5,0.5,0.386853
test2544,config1_dense,0.333333,0.5,0.296082
test2561,config1_dense,1.0,0.5,0.63093
test2570,config1_dense,1.0,0.2,0.386853
test2574,config1_dense,1.0,1.0,1.0
test2584,config1_dense,0.0,0.0,0.0
test2597,config1_dense,0.0,0.0,0.0
test2598,config1_dense,1.0,1.0,1.0
test2600,config1_dense,1.0,1.0,1.0
test2603,config1_dense,0.0,0.0,0.0
test2609,config1_dense,1.0,1.0,1.0
test2617,config1_dense,1.0,0.333333,0.5
test2619,config1_dense,1.0,1.0,1.0
test2621,config1_dense,1.0,0.333333,0.5
test2625,config1_dense,1.0,0.25,0.501266
test2633,config1_dense,1.0,1.0,1.0
test2643,config1_dense,0.5,0.333333,0.306574
test2646,config1_dense,0.0,0.0,0.0
test2654,config1_dense,1.0,0.5,0.63093
test2661,config1_dense,0.5,1.0,0.613147
test2671,config1_dense,0.0,0.0,0.0
test2676,config1_dense,0.0,0.0,0.0
test2678,config1_dense,1.0,0.333333,0.5
test2684,config1_dense,1.0,0.5,0.63093
test2692,config1_dense,1.0,1.0,1.0
test2699,config1_dense,1.0,1.0,1.0
test2702,config1_dense,0.0,0.0,0.0
test2708,config1_dense,1.0,0.5,0.63093
test2711,config1_dense,0.5,1.0,0.613147
test2717,config1_dense,0.0,0.0,0.0
test2731,config1_dense,0.0,0.0,0.0
test2735,config1_dense,0.5,0.333333,0.306574
test2740,config1_dense,0.0,0.0,0.0
test2743,config1_dense,1.0,1.0,1.0
test2745,config1_dense,0.0,0.0,0.0
test2751,config1_dense,1.0,1.0,1.0
test2758,config1_dense,1.0,1.0,1.0
test2765,config1_dense,1.0,0.25,0.430677
test2771,config1_dense,1.0,1.0,1.0
test2786,config1_dense,1.0,0.5,0.63093
test2787,config1_dense,0.0,0.0,0.0
test2792,config1_dense,1.0,1.0,1.0
test2793,config1_dense,1.0,0.2,0.386853
test2799,config1_dense,1.0,1.0,1.0
test2804,config1_dense,1.0,0.5,0.63093
test2815,config1_dense,1.0,0.333333,0.5
test2818,config1_dense,0.5,0.5,0.386853
test2825,config1_dense,1.0,1.0,1.0
test2830,config1_dense,1.0,0.5,0.63093
test2853,config1_dense,1.0,1.0,1.0
test2859,config1_dense,1.0,0.5,0.63093
test2872,config1_dense,1.0,1.0,1.0
test2874,config1_dense,1.0,0.5,0.63093
test2881,config1_dense,1.0,1.0,1.0
test2885,config1_dense,1.0,1.0,1.0
test2890,config1_dense,1.0,1.0,1.0
test2899,config1_dense,1.0,1.0,1.0
test2920,config1_dense,1.0,0.333333,0.5
test2932,config1_dense,0.0,0.0,0.0
test2933,config1_dense,0.0,0.0,0.0
test2939,config1_dense,0.0,0.0,0.0
test2940,config1_dense,0.0,0.0,0.0
test2942,config1_dense,0.0,0.0,0.0
test2947,config1_dense,0.0,0.0,0.0
test2952,config1_dense,0.0,0.0,0.0
test2957,config1_dense,0.0,0.0,0.0
test2962,config1_dense,0.0,0.0,0.0
test2982,config1_dense,0.0,0.0,0.0
test2986,config1_dense,0.0,0.0,0.0
test2988,config1_dense,0.0,0.0,0.0
test2989,config1_dense,0.0,0.0,0.0
test2992,config1_dense,0.0,0.0,0.0
test2997,config1_dense,0.0,0.0,0.0
test3013,config1_dense,0.0,0.0,0.0
test3016,config1_dense,0.0,0.0,0.0
test3033,config1_dense,0.0,0.0,0.0
test3037,config1_dense,0.0,0.0,0.0
test3051,config1_dense,0.0,0.0,0.0
test3059,config1_dense,0.0,0.0,0.0
test3063,config1_dense,0.0,0.0,0.0
test3075,config1_dense,0.0,0.0,0.0
test3086,config1_dense,0.0,0.0,0.0
test3093,config1_dense,0.0,0.0,0.0
test3095,config1_dense,0.0,0.0,0.0
test3108,config1_dense,0.0,0.0,0.0
test3110,config1_dense,0.0,0.0,0.0
test3115,config1_dense,0.0,0.0,0.0
test3120,config1_dense,0.0,0.0,0.0
test3123,config1_dense,0.0,0.0,0.0
test3127,config1_dense,0.0,0.0,0.0
test3132,config1_dense,0.0,0.0,0.0
test3136,config1_dense,0.0,0.0,0.0
test3147,config1_dense,0.0,0.0,0.0
test3148,config1_dense,0.0,0.0,0.0
test3157,config1_dense,0.0,0.0,0.0
test3163,config1_dense,0.0,0.0,0.0
test3166,config1_dense,0.0,0.0,0.0
test3176,config1_dense,0.0,0.0,0.0
test3178,config1_dense,0.0,0.0,0.0
test3187,config1_dense,0.0,0.0,0.0
test3189,config1_dense,0.0,0.0,0.0
test3202,config1_dense,0.0,0.0,0.0
test3205,config1_dense,0.0,0.0,0.0
test3213,config1_dense,0.0,0.0,0.0
test3239,config1_dense,0.0,0.0,0.0
test3241,config1_dense,0.0,0.0,0.0
test3244,config1_dense,0.0,0.0,0.0
test3248,config1_dense,0.0,0.0,0.0
test3259,config1_dense,0.0,0.0,0.0
test3261,config1_dense,0.0,0.0,0.0
test3283,config1_dense,0.0,0.0,0.0
test3297,config1_dense,0.0,0.0,0.0
test3300,config1_dense,0.0,0.0,0.0
test3305,config1_dense,0.0,0.0,0.0
test3308,config1_dense,0.0,0.0,0.0
test3311,config1_dense,0.0,0.0,0.0
test3315,config1_dense,0.0,0.0,0.0
test3328,config1_dense,0.0,0.0,0.0
test3334,config1_dense,0.0,0.0,0.0
test3351,config1_dense,0.0,0.0,0.0
test3388,config1_dense,0.0,0.0,0.0
test3391,config1_dense,0.0,0.0,0.0
test3396,config1_dense,0.0,0.0,0.0
test3401,config1_dense,0.0,0.0,0.0
test3407,config1_dense,0.0,0.0,0.0
test3408,config1_dense,0.0,0.0,0.0
test3409,config1_dense,0.0,0.0,0.0
test3420,config1_dense,0.0,0.0,0.0
test3424,config1_dense,0.0,0.0,0.0
test3426,config1_dense,0.0,0.0,0.0
test3436,config1_dense,0.0,0.0,0.0
test3444,config1_dense,0.0,0.0,0.0
test3450,config1_dense,0.0,0.0,0.0
test2,config2_dense_rerank,1.0,1.0,1.0
test8,config2_dense_rerank,0.0,0.0,0.0
test13,config2_dense_rerank,1.0,0.333333,0.5
test14,config2_dense_rerank,1.0,0.25,0.430677
test26,config2_dense_rerank,1.0,1.0,1.0
test29,config2_dense_rerank,0.0,0.0,0.0
test32,config2_dense_rerank,0.5,1.0,0.613147
test38,config2_dense_rerank,0.0,0.0,0.0
test39,config2_dense_rerank,0.0,0.0,0.0
test47,config2_dense_rerank,1.0,1.0,1.0
test60,config2_dense_rerank,1.0,1.0,1.0
test79,config2_dense_rerank,1.0,1.0,1.0
test86,config2_dense_rerank,1.0,0.333333,0.5
test102,config2_dense_rerank,0.0,0.0,0.0
test108,config2_dense_rerank,1.0,1.0,1.0
test122,config2_dense_rerank,1.0,0.5,0.63093
test128,config2_dense_rerank,1.0,0.5,0.63093
test130,config2_dense_rerank,0.5,1.0,0.613147
test131,config2_dense_rerank,0.0,0.0,0.0
test147,config2_dense_rerank,1.0,1.0,1.0
test162,config2_dense_rerank,1.0,1.0,1.0
test163,config2_dense_rerank,0.0,0.0,0.0
test171,config2_dense_rerank,1.0,1.0,1.0
test177,config2_dense_rerank,1.0,1.0,1.0
test180,config2_dense_rerank,1.0,1.0,1.0
test187,config2_dense_rerank,1.0,1.0,1.0
test192,config2_dense_rerank,0.5,1.0,0.613147
test205,config2_dense_rerank,1.0,0.333333,0.570642
test207,config2_dense_rerank,1.0,1.0,1.0
test208,config2_dense_rerank,1.0,0.5,0.63093
test221,config2_dense_rerank,1.0,1.0,1.0
test229,config2_dense_rerank,1.0,0.2,0.386853
test232,config2_dense_rerank,1.0,0.5,0.693426
test234,config2_dense_rerank,0.0,0.0,0.0
test237,config2_dense_rerank,1.0,1.0,1.0
test239,config2_dense_rerank,0.5,0.2,0.237198
test240,config2_dense_rerank,0.0,0.0,0.0
test241,config2_dense_rerank,1.0,0.5,0.650921
test248,config2_dense_rerank,1.0,1.0,1.0
test249,config2_dense_rerank,0.333333,1.0,0.469279
test260,config2_dense_rerank,0.0,0.0,0.0
test262,config2_dense_rerank,1.0,1.0,1.0
test271,config2_dense_rerank,1.0,1.0,1.0
test276,config2_dense_rerank,1.0,0.333333,0.5
test278,config2_dense_rerank,0.5,0.5,0.386853
test280,config2_dense_rerank,1.0,1.0,1.0
test281,config2_dense_rerank,1.0,1.0,1.0
test283,config2_dense_rerank,1.0,1.0,0.850345
test284,config2_dense_rerank,1.0,0.2,0.386853
test290,config2_dense_rerank,1.0,1.0,1.0
test292,config2_dense_rerank,1.0,0.5,0.63093
test297,config2_dense_rerank,1.0,0.5,0.63093
test300,config2_dense_rerank,1.0,1.0,1.0
test308,config2_dense_rerank,1.0,1.0,1.0
test322,config2_dense_rerank,1.0,1.0,1.0
test326,config2_dense_rerank,1.0,1.0,1.0
test328,config2_dense_rerank,1.0,1.0,1.0
test335,config2_dense_rerank,1.0,1.0,0.850345
test350,config2_dense_rerank,1.0,1.0,1.0
test356,config2_dense_rerank,1.0,0.25,0.430677
test372,config2_dense_rerank,1.0,1.0,1.0
test378,config2_dense_rerank,1.0,0.5,0.63093
test379,config2_dense_rerank,1.0,1.0,1.0
test382,config2_dense_rerank,1.0,1.0,1.0
test383,config2_dense_rerank,1.0,1.0,1.0
test386,config2_dense_rerank,1.0,0.2,0.386853
test396,config2_dense_rerank,0.0,0.0,0.0
test397,config2_dense_rerank,1.0,1.0,1.0
test401,config2_dense_rerank,1.0,1.0,1.0
test403,config2_dense_rerank,1.0,0.5,0.63093
test409,config2_dense_rerank,0.0,0.0,0.0
test413,config2_dense_rerank,1.0,0.5,0.63093
test418,config2_dense_rerank,1.0,0.5,0.63093
test419,config2_dense_rerank,1.0,1.0,1.0
test421,config2_dense_rerank,1.0,1.0,1.0
test424,config2_dense_rerank,0.0,0.0,0.0
test435,config2_dense_rerank,1.0,1.0,1.0
test438,config2_dense_rerank,0.5,1.0,0.613147
test447,config2_dense_rerank,0.333333,0.5,0.296082
test449,config2_dense_rerank,0.0,0.0,0.0
test456,config2_dense_rerank,1.0,1.0,1.0
test458,config2_dense_rerank,1.0,1.0,1.0
test469,config2_dense_rerank,0.5,1.0,0.613147
test472,config2_dense_rerank,1.0,1.0,1.0
test491,config2_dense_rerank,1.0,1.0,1.0
test495,config2_dense_rerank,0.5,0.333333,0.306574
test511,config2_dense_rerank,1.0,0.5,0.63093
test515,config2_dense_rerank,0.0,0.0,0.0
test522,config2_dense_rerank,1.0,1.0,1.0
test525,config2_dense_rerank,1.0,0.5,0.693426
test535,config2_dense_rerank,0.5,1.0,0.613147
test536,config2_dense_rerank,1.0,1.0,1.0
test541,config2_dense_rerank,1.0,1.0,1.0
test542,config2_dense_rerank,0.5,0.2,0.237198
test550,config2_dense_rerank,0.0,0.0,0.0
test566,config2_dense_rerank,1.0,1.0,1.0
test571,config2_dense_rerank,0.5,1.0,0.613147
test574,config2_dense_rerank,0.5,1.0,0.613147
test585,config2_dense_rerank,1.0,1.0,1.0
test606,config2_dense_rerank,0.0,0.0,0.0
test610,config2_dense_rerank,1.0,0.5,0.63093
test626,config2_dense_rerank,0.0,0.0,0.0
test634,config2_dense_rerank,0.0,0.0,0.0
test636,config2_dense_rerank,0.0,0.0,0.0
test644,config2_dense_rerank,1.0,1.0,1.0
test646,config2_dense_rerank,1.0,0.333333,0.5
test647,config2_dense_rerank,1.0,0.2,0.386853
test653,config2_dense_rerank,1.0,1.0,1.0
test655,config2_dense_rerank,1.0,0.5,0.63093
test661,config2_dense_rerank,1.0,1.0,1.0
test666,config2_dense_rerank,0.5,0.333333,0.306574
test669,config2_dense_rerank,0.0,0.0,0.0
test674,config2_dense_rerank,0.0,0.0,0.0
test676,config2_dense_rerank,1.0,1.0,0.967468
test681,config2_dense_rerank,0.0,0.0,0.0
test700,config2_dense_rerank,1.0,1.0,1.0
